,date,total_graph_Significant_Buy,total_graph_Significant_Sale,finance_sector_Significant_Buy,finance_sector_Significant_Sale,oil_sector_Significant_Buy,oil_sector_Significant_Sale,services_sector_Significant_Buy,services_sector_Significant_Sale,software_industry_Significant_Buy,software_industry_Significant_Sale,oil_industry_Significant_Buy,oil_industry_Significant_Sale,real_estate_industry_Significant_Buy,real_estate_industry_Significant_Sale
0,1999-06-30,0.021164021164021163,0.06761976193027303,0.02186018511550907,0.062269546241252166,0.018904352023167887,0.06902099589735339,0.019502534322446377,0.07049108791245678,0.017814641182834476,0.06541651640822214,0.019456223497131456,0.06959341481666251,0.015955660060463554,0.07709103123950285
1,1999-09-30,0.028149556260430367,0.045446005238668895,0.02849038501647687,0.04534267717849247,0.02882592542858422,0.0427465198513943,0.026490984743411928,0.04642857142857143,0.023156213704994193,0.043118466898954703,0.02329450915141431,0.06370335155692892,0.03215498302376673,0.0457359696425005
2,1999-12-31,0.027901761764768995,0.05338404755262763,0.027159432746024923,0.0532445208422862,0.025501153095618238,0.049095263437998936,0.022026431718061675,0.0526522237644077,0.019920558497833415,0.04700288878189696,0.03960143076136944,0.056463975472662235,0.023291925465838508,0.05878438331854481
3,2000-03-31,0.029845666681463726,0.049945004266485155,0.03194249500233933,0.04215048275275403,0.03260741612713361,0.05093192073768884,0.023204541696522075,0.05622002976354517,0.018955856940880766,0.058438498193433525,0.03271240345297592,0.05838255338482508,0.03819594302977989,0.03754855416486837
4,2000-06-30,0.03003688324724086,0.045926508117628675,0.03052543177419944,0.04984116551648592,0.03009651368918653,0.04538113058893047,0.027478142386737823,0.04456682184625866,0.02674641688297032,0.04079674980250536,0.0353356890459364,0.053788771103258734,0.032671272308578005,0.06750143926309729
5,2000-09-30,0.025914693606896282,0.04304325779147326,0.02422211953173136,0.03866296980899569,0.02668325174544579,0.04152957226546826,0.022235208181154126,0.04511322132943755,0.021240884361615926,0.044854728556545896,0.028555219364599094,0.04576399394856279,0.02500381155663973,0.043451745692940996
6,2000-12-31,0.027803836793517424,0.044889487113250214,0.025158743778960015,0.045580916423545566,0.02684613946532062,0.04385866517106001,0.026117364222489347,0.049803300185772045,0.024614537444933922,0.05049559471365639,0.029914529914529916,0.03811965811965812,0.022720050842071814,0.028280902446774708
7,2001-03-31,0.030212377357811536,0.04675810754274763,0.029257964133329057,0.04799332713098713,0.026805190963877696,0.04643768255259363,0.030605381165919283,0.04918721973094171,0.03168228469433289,0.049364123159303885,0.029241754505270317,0.04182250935056103,0.03095843935538592,0.034916595985298275
8,2001-06-30,0.029525870108553735,0.046769500503599806,0.027100540683981822,0.04620691942813547,0.02851218247796786,0.04561949196474858,0.02943448039131554,0.04871420807231328,0.030191589062221958,0.046918559819680884,0.03357353422862758,0.049132001310186704,0.028116482570649835,0.03887534069717401
9,2001-09-30,0.032413868186901826,0.04009422290843948,0.02969178082191781,0.03445205479452055,0.03222422691226451,0.03835018671589813,0.0323808924413116,0.041884322487255335,0.033037442434759395,0.041980911699926585,0.03250046965996618,0.03888784520007515,0.028362573099415204,0.0347953216374269
10,2001-12-31,0.03422142493300556,0.048404314220539056,0.03457522319316067,0.046342155903971734,0.03265039901780233,0.04784376918354819,0.03369146005509642,0.04953168044077135,0.03537163333718645,0.04964743960235811,0.030981970943462278,0.04621039733940137,0.03425176946410516,0.04524772497472194
11,2002-03-31,0.03317740401702095,0.04492013025060755,0.029603973336818717,0.03943928898183244,0.03460762931566602,0.04444261553022509,0.03235294117647059,0.04712074303405573,0.03129327056217114,0.04825533093325948,0.02581786030061892,0.046507515473032716,0.030275585457368352,0.0397205330573166
12,2002-06-30,0.03070583253665798,0.05189521427293006,0.025132470915603444,0.04748231254255351,0.032904267207483136,0.05330905177765821,0.031439102211464405,0.054929035097370446,0.035732102768770264,0.05487652781242205,0.02644466209598433,0.04929807378387202,0.019525634882606613,0.05031145184475323
13,2002-09-30,0.03491313957948961,0.035671227371536086,0.03062737191650854,0.031902277039848194,0.03716173023652248,0.039889196675900275,0.03344581479380058,0.035834801564786335,0.035273243435060324,0.036905606813342796,0.031547320981472206,0.027374394925721916,0.030845157310302282,0.03318938926588526
14,2002-12-31,0.033602471824564197,0.04754632457747913,0.02983123365818873,0.04195388637984312,0.032587469487388124,0.04882017900732303,0.03290676416819013,0.051502513711151734,0.03243629745189808,0.05180707228289132,0.03080112542573671,0.042055382792832816,0.03147849795513694,0.041888709877308215
15,2003-03-31,0.03352884971449732,0.04183562908881442,0.029623282431067724,0.03583560302353337,0.0335949098621421,0.04131495227995758,0.03197324011571842,0.04628736740597879,0.033212316794406345,0.050558020707274436,0.029461150969317663,0.03312471378415509,0.029453015427769985,0.030983042203238557
16,2003-06-30,0.03167757987914813,0.043767049664038646,0.0264537128985987,0.04242524550369635,0.030007088288572105,0.0468220839568402,0.03259510378747881,0.04832300552977464,0.03399949723479135,0.04958521870286576,0.026439750797751103,0.03814010028870992,0.022787738577212262,0.04303065355696935
